t,d,x1,x2
.98731878,1,1.783084,-.0874479
1.7802123,1,-.0057156,.4685768
1.3032483,1,-.646699,.9039602
5,0,-.3577993,.3561172
2.3118527,1,-1.474318,-.3010971
1.9158398,1,.3575906,.1177028
2.2259738,1,1.67278,-2.057382
.49801609,1,1.597292,-.2698928
5,0,.6993123,.4818214
1.5156416,1,-2.410823,-.0320122
5,0,-.4978241,.226833
5,0,.6460722,-.57965
5,0,1.360403,-.7475261
4.6803432,1,2.120133,-1.39044
.54532852,1,1.611534,-1.194807
5,0,-.4471073,1.591366
5,0,-.0339797,.2320899
2.1878609,1,-1.90438,-.9669975
.71204872,1,.9952341,-1.574152
5,0,1.617936,-2.977388
.15310845,1,-1.057909,1.293775
1.8740358,1,.2609024,.3820017
2.989364,1,.7761003,-1.433359
5,0,-.1440894,.1841309
5,0,.4177383,.7168159
5,0,-1.878366,-.4404553
3.1214971,1,.8822901,.7653013
1.2801302,1,-.5748726,-.8743032
5,0,-2.184799,.620333
5,0,.8872224,.4762128
3.59898,1,.412518,-.5597636
.05791872,1,-.6163765,-.6159506
5,0,.8704311,-.8620501
1.9478865,1,.2030648,.6823953
3.0301233,1,-1.091111,-.9582727
5,0,-2.19028,-.8324448
5,0,-.4614467,.7558668
3.6591417,1,.7656695,-.3386574
2.8972413,1,.1362573,-.0263875
5,0,.299601,-1.101336
5,0,-.8989252,-.0769435
1.5331432,1,.4598148,-1.448111
5,0,.7684314,-.5219778
5,0,.3950529,.9644535
5,0,1.413283,-.4720372
4.4647945,1,1.340671,2.053455
2.3082284,1,.1153511,.0513903
5,0,.9080523,-1.117899
.0663007,1,.5362065,.1316178
.94770561,1,-.3923587,-.2791835
5,0,-.7885261,-.9769629
4.429018,1,-.6406028,1.252877
5,0,1.769508,-.025161
5,0,-.6755695,-.4897506
.30624324,1,-.1732575,.2385142
5,0,.4278803,-1.830271
.74529323,1,-.2027261,-.0441537
5,0,-.0092252,1.133099
2.9172826,1,-.2778112,.3904209
2.3645964,1,-.8914946,.6894451
4.5275969,1,-2.117764,.2268588
5,0,-.2438309,-2.243617
5,0,-.5257443,.638927
5,0,-2.368035,1.549868
5,0,-1.169462,-.1099806
5,0,-.5982947,-.1306898
5,0,2.003719,.085815
.02412335,1,.3444903,.4074803
3.9496152,1,-.0687396,2.327123
.05029089,1,.4015826,-1.446266
1.6508089,1,-.9341581,-.574939
5,0,-.5921937,1.14376
4.6247459,1,.9299216,.2079849
.67779592,1,-.4189432,1.901537
5,0,.1434489,-1.039804
5,0,-1.00446,.3149694
.51781172,1,1.87844,1.42815
5,0,.035855,.3086119
1.1027353,1,1.027646,-1.747265
3.8384964,1,-1.429829,-.2636706
4.6954583,1,1.203882,.628782
5,0,1.233062,-.8556896
5,0,.6892051,-1.162063
5,0,-.357452,-.2604082
5,0,.78296,-1.602943
.0186882,1,-.1365668,.8359601
4.9896621,1,-.441524,.0138793
3.9490608,1,-2.099362,-1.2586
4.6698309,1,-.5174373,.3288677
.4965537,1,.050134,-2.225474
5,0,.3423365,-.7779998
.38317103,1,-3.282144,.4572022
5,0,.6384692,-.194134
5,0,-.9826118,.9715822
5,0,-.2320009,-.8831393
.7949465,1,-.1502918,.3236485
.30084256,1,-1.137229,1.217445
4.8252572,1,-.2414512,.6240315
5,0,-1.529939,1.391799
5,0,-1.012429,-.2691429
5,0,-.0430112,.4587135
.17993137,1,-.5709795,-1.22207
2.4181208,1,-1.02029,2.11412
5,0,-1.616083,-1.284846
1.8505657,1,-.5064066,-1.040808
5,0,.3736779,-.5520958
5,0,1.092004,-1.249764
2.6234597,1,.0031042,-.1869541
.47091642,1,.0211413,-.6819662
3.9162036,1,.0203664,-.3645255
2.3792354,1,-.9017501,-.837911
.99609501,1,-.9865962,.2145228
.43347725,1,.0380567,-.2734771
3.2220091,1,-.0512058,1.810855
5,0,1.860115,-.0224801
5,0,-2.011946,-1.886446
.88217743,1,-.488636,-1.391225
2.2147781,1,-1.815705,-1.796702
5,0,1.564752,-.7805251
2.5388698,1,-1.412269,-.5175326
4.0102285,1,-.6971982,.0817199
2.4327981,1,-.3133091,-1.203533
5,0,-.2028023,-1.736732
5,0,1.298203,-.600639
2.9316752,1,-1.239277,-.9438998
2.0704352,1,1.128692,-.4838279
3.84499,1,.2925717,-.9397496
5,0,-.4215529,.2836682
3.5298219,1,-1.403835,1.067532
5,0,-.6033264,.5480232
5,0,.3066439,.0228721
1.9372999,1,.0731741,-.1555761
1.7460013,1,1.571244,-.259537
5,0,-.5692155,-.1127252
.51083919,1,1.119662,.9944909
5,0,1.268013,.4705561
5,0,.478843,-.4623733
1.4025892,1,.5338684,.8856073
5,0,.7254405,-1.559716
5,0,.8042912,-1.959217
5,0,-.3953458,.5716432
.02576616,1,-1.086807,.6056402
5,0,-.3942827,-.0544821
3.3346883,1,1.813836,-.3102028
5,0,-.2610644,-.0345465
2.4455067,1,-.424029,-1.408039
1.1348481,1,-.0755496,-1.331632
2.8676845,1,.9562933,.6640387
3.5589798,1,-.7721677,1.098817
.02795276,1,-.5004985,-1.842378
4.7788174,1,1.107317,1.029597
2.2903363,1,1.610386,-.515449
5,0,.6798829,-.267083
2.3003449,1,.6849629,1.345527
5,0,-.6264339,.7169523
.64290262,1,.0141836,-.2683033
5,0,-.67086,.2394771
5,0,.8228556,-.0177661
5,0,-.4120629,-.383364
4.7222915,1,2.443639,.0556593
.10026035,1,1.134285,2.93316
.42276252,1,-.78019,1.19489
1.3866459,1,-.3892004,.3848255
.39496053,1,1.359131,.2889775
3.4210155,1,1.434975,-.3936301
5,0,-1.46291,.1611133
5,0,-.7721425,-.9943441
5,0,-.1358031,.505187
.14866957,1,1.343381,1.367396
5,0,.5578243,2.173783
.36121462,1,-.6627012,-.7622779
5,0,-1.307965,-.0477562
.4638881,1,.3098018,-.9060613
1.6805466,1,-.3095942,-.465645
2.4278333,1,-.0200426,-.6543456
1.2326991,1,2.032543,-.0027389
2.3474613,1,1.359508,-.4504589
5,0,-.7843134,-.9701889
3.5193277,1,-1.43484,.2126271
1.1225604,1,-.7729021,-1.262427
2.0978571,1,-.5296053,.3908679
5,0,-1.706065,-.8009939
.46300281,1,.2105676,-.0776972
1.0079066,1,.745995,.8672382
5,0,1.39637,-.0925646
1.6996477,1,.7295914,.6296329
.29921204,1,-.646098,.3692931
5,0,-1.172099,.3340116
5,0,-.2194217,-.0261156
5,0,-1.112042,.1742094
5,0,.7001061,.5665917
5,0,-.7985483,-.625396
2.6831232,1,-.3398898,.5128901
5,0,-.4344225,-.7478027
5,0,-1.079991,-.8096264
5,0,.4479586,.6206173
1.5641919,1,1.222602,-.3678232
4.0588714,1,-1.053284,.3002974
.68183883,1,.7007843,.5364025
5,0,.25039,.2287485
2.0507109,1,-.0329932,-2.136687
.13588874,1,1.364452,.9248443
5,0,-.0106645,-1.360967
5,0,-1.040037,-2.289706
5,0,-.356749,.6023659
5,0,.7103966,1.408874
3.8170125,1,1.881266,.2692731
5,0,.2027791,-.9752531
5,0,-.7983905,1.310421
5,0,-.4599544,.4291095
3.111796,1,1.184053,1.381503
2.9848643,1,.9945348,-1.276991
5,0,1.52674,-1.235381
.81133892,1,-.0511858,-.4251901
5,0,.0026737,2.355061
.3944882,1,-.5066745,-.949892
5,0,2.578095,.1797672
5,0,-1.089634,-1.04571
5,0,.9245893,.8550149
.59080094,1,-.237064,.5938585
3.1617146,1,1.333575,-.8670261
4.3977658,1,1.667054,-.7931603
5,0,-.7704825,-.0895306
5,0,.0237557,.5055647
1.7558224,1,.6706414,.1891946
.73662243,1,-1.396768,1.034502
5,0,-1.08457,-.0514946
4.1508873,1,-.7269154,-.2573741
3.001741,1,-.5013555,.9702157
5,0,.3870131,-.9537013
5,0,-.3194118,1.801892
1.803301,1,-.2168845,-.0173594
5,0,-.2316995,-.5437391
5,0,.7339413,.9923142
1.1438469,1,.0036947,.9677175
5,0,-1.279337,-1.358831
.98801516,1,.2517298,-.8231334
5,0,-.2375648,.5081417
5,0,-.9907238,-.7669526
1.6442445,1,.0736151,1.549317
.07694408,1,-.3903067,.6956808
.14261025,1,-.8510354,.8559594
1.2888937,1,.4829052,.1031737
5,0,-.4323462,1.512216
5,0,.9866758,-1.08191
.07671505,1,1.700255,2.452408
5,0,-.4585516,.1199144
5,0,-.0452609,1.628112
1.7668556,1,-.0637394,1.092832
5,0,.9907821,.7735937
1.202036,1,-.5505799,1.056115
5,0,1.072016,1.278491
5,0,-1.510911,-1.029979
5,0,-1.853997,-1.107557
1.8215002,1,-.3011807,.7388299
5,0,.4477473,-.705703
1.5598601,1,-.0413767,.8348875
.13681583,1,2.081018,.0262239
3.8025063,1,.5398173,1.136045
5,0,.4715225,.8678078
5,0,.7193198,-.1079363
5,0,.304132,.0319162
.06642756,1,-1.518261,.5430152
4.2381813,1,.5810113,.9720089
5,0,1.187216,-.4230575
.6597968,1,.3118248,.5744309
.65305851,1,-.3942463,-.5489286
5,0,.5155997,.768229
5,0,.0372968,-.1553283
.17868263,1,2.556507,1.746789
5,0,.3489634,.6871719
5,0,-.6125535,1.261827
5,0,.0604151,-.3451403
5,0,-.4642722,.1494598
1.0628774,1,1.518607,-.2690226
5,0,1.326557,-.0742604
4.2898706,1,-1.077194,-.4335138
2.3861477,1,.1184863,1.556936
.31892754,1,1.29436,.4354648
3.9770353,1,.513086,-1.553902
2.959922,1,.8957605,.696318
3.485075,1,.1746254,.5656349
5,0,2.022673,1.411972
.48492785,1,.9492997,-1.138224
5,0,-.7316664,-.1226476
5,0,.4835957,-1.555826
5,0,.488225,-.5577644
1.4646143,1,.0504992,-1.9463
5,0,-1.471432,.4183456
5,0,.6710238,-1.533313
5,0,-1.096712,1.60085
1.377408,1,.2459485,1.086775
5,0,-.5877908,.6111308
.08928277,1,1.080523,1.480695
.06884044,1,-.2810526,1.363305
5,0,.2811022,-.5226791
5,0,1.029766,-2.322633
5,0,-.6056219,-1.484204
1.6441314,1,.2592701,.2288673
5,0,-.6767606,.3381824
4.5762411,1,.0438578,.2576514
5,0,-.2697296,.8903976
5,0,.1035231,-2.000976
1.8331014,1,-.0714811,.2008857
5,0,-.7476162,-1.743442
.90822083,1,2.733233,-.0764058
5,0,.2878686,-.0290647
.22651645,1,.1202797,.6266839
3.8586834,1,.3292481,-.1338872
1.5346564,1,-.3040845,-1.664071
2.700818,1,.5090784,.2732835
5,0,-.3146614,1.149534
.05102665,1,-.5528746,-.3710785
5,0,.1651163,.3295
3.7292144,1,.1693118,.1658563
.13863208,1,.4321698,-1.626467
.4025114,1,-.9846166,-1.4485
.03124933,1,-.4562921,.2834653
5,0,.101549,-2.359345
2.0306763,1,.2737939,-.3305916
5,0,-.7587752,-.7922765
5,0,.4363975,-1.518253
.42706678,1,-1.669094,.1061284
.22538872,1,-.3962851,1.165129
.44826353,1,-.9523461,-.8859481
5,0,-.2794777,-1.409381
5,0,.9231648,1.385353
.75440085,1,.9087993,-1.789757
.75035724,1,.6259646,-.1938367
4.2059185,1,.5199046,1.629612
1.9635742,1,-.7878702,.0848902
4.5425849,1,-1.049903,-.5267872
2.7247071,1,-1.550031,-1.328507
2.447311,1,-1.557191,-1.4542
5,0,-1.933163,1.037406
.2502364,1,-1.275053,-1.492314
1.7518301,1,.0745171,.6784829
5,0,-.3396056,-1.531305
5,0,.0097563,-1.030393
5,0,.7257504,-1.357003
5,0,-.2959658,.3339976
.13066967,1,.7243528,-.5910087
4.824161,1,-.1254305,.3924954
5,0,.5070121,-.0274435
.29857027,1,-.6696072,.8196596
5,0,-1.140195,-.65122
1.0762388,1,-1.016817,.8078823
1.0845305,1,1.408984,-.4973293
5,0,-.9481754,-.0173856
3.2046228,1,.2947502,-.2874498
1.8759192,1,-.9201794,2.048553
5,0,.7236072,.3828126
5,0,1.358739,-1.399228
.01067417,1,-1.400759,-.1119557
1.3045839,1,.7377764,1.774704
5,0,.6281086,-.6411553
5,0,-.8516041,.3523122
5,0,1.926057,.681863
.18829787,1,-1.017166,.8907092
.25547051,1,.0791665,-.1773558
5,0,2.235915,1.419706
.10755936,1,.8441423,1.181179
5,0,-1.466703,-1.440457
5,0,.2501031,-.3571734
1.0556428,1,-.2775017,-.2556419
5,0,1.724039,-.6917582
.75474388,1,-1.042349,.8022698
2.1906304,1,.5647161,1.427147
5,0,-1.407193,.4295624
.5913479,1,-.3285845,-.0086763
2.0578413,1,-.7442424,1.29952
5,0,-.0112096,1.241444
2.0605093,1,-1.737144,-.9536616
1.4897088,1,.3513778,.6039726
.74935013,1,-.3703191,-.2673588
5,0,.6869811,-.2426944
.3478978,1,.772436,-1.278524
3.2905836,1,-.2891096,.5340508
4.4851873,1,1.147675,1.37739
5,0,-.5813481,-.3134537
1.0224414,1,-.0327078,.1811452
.38701801,1,-.3103998,-.0051692
5,0,.9220316,-.1697033
5,0,-.2725634,-.1416321
5,0,3.33522,1.572797
5,0,-.6638867,-.3178669
.79548743,1,-.2228214,1.329977
4.4082027,1,.8564905,.1533278
5,0,-.3789375,.0456712
5,0,-.0776736,.1427728
.56948382,1,.5235536,-.4563419
.08054,1,1.53957,2.558725
5,0,-1.115599,1.020679
1.966058,1,1.016723,-.0642384
.28718513,1,-.0165671,-.9453428
5,0,1.105351,.7780829
1.3126248,1,.6738073,.9301571
.05243789,1,-1.852761,.9053369
5,0,-1.806355,-.0069699
5,0,1.124814,.9709446
.09755541,1,.5009589,1.250593
.62084738,1,-.1863799,1.160505
5,0,-1.201195,.7497684
5,0,-1.806471,.4274119
2.2217231,1,2.603254,.0418815
1.6840567,1,-1.057746,1.697828
5,0,-.1976786,.2842973
.34556253,1,.5140627,-2.000483
5,0,-.6279916,.3529011
.04495042,1,1.496536,.1946877
5,0,-.7641319,.335931
5,0,-.1392037,-.5036441
5,0,-1.651772,-1.752163
1.2037918,1,-1.165085,-.1169917
2.014452,1,-1.112376,-.1000791
5,0,-.4958562,.4839016
3.7503781,1,1.92485,-1.098097
2.929331,1,-1.958548,-.8770136
5,0,.9010322,-1.432864
1.6541911,1,-1.938174,1.94768
.42509494,1,.2980537,.9669119
.31252539,1,-.263733,-.1091122
1.0413434,1,.5131981,.4412683
.70013444,1,1.288677,1.075752
5,0,-.1644746,1.620057
5,0,-2.455791,-.2546112
2.5204969,1,-.8173724,-.3600994
5,0,-.0624759,.7099252
1.0435538,1,.2646261,1.255462
5,0,-.6601611,-.4025748
2.9608385,1,.0154288,-.8592286
5,0,.0417199,1.138037
5,0,-.2665727,.1108117
5,0,1.145335,-.4233752
4.1885413,1,.0449208,-.8850103
5,0,-.2388485,-.0508556
3.3158968,1,2.156286,-1.362466
5,0,-2.472743,.1281547
3.6664252,1,.73801,.4656109
4.1601942,1,-1.346104,.9282749
5,0,-1.249372,.6360652
2.5318444,1,-.3490989,-.8066336
5,0,1.190554,.4139389
5,0,.9441202,-.3950914
5,0,.9927168,-.5731352
5,0,.7650951,1.126879
1.1107953,1,.8094329,-2.425211
2.4578545,1,.140219,1.04569
5,0,-1.520307,-.2427196
5,0,-.0553635,-.0789154
3.9277927,1,-.9752489,.0562729
1.4888071,1,.6439683,.1630829
5,0,-.267102,.607572
5,0,.3127809,.4977086
2.4544031,1,.0668186,.1793914
1.8490032,1,-.1336957,.8810509
.98588187,1,-.9728225,-.5984378
.5459738,1,-.9302767,.3565589
3.2018811,1,-.492281,-.4463831
2.9683807,1,-.0267522,1.078057
5,0,-.2167774,-.7784118
5,0,1.345364,.8698678
4.2199953,1,.8707438,.5113833
4.5902008,1,-.695622,-.5065336
1.1571545,1,.6307683,1.219338
5,0,.3786848,-1.29919
5,0,-.4698146,-.3122455
.09896001,1,.4239534,.6355256
5,0,.320953,.3729241
5,0,.456037,-1.438356
5,0,.5105848,-2.190144
5,0,.3144843,.7157384
1.6239657,1,.903238,.7501175
5,0,-.5052637,.0022519
5,0,2.471376,1.488643
5,0,-.6875402,.3710365
5,0,.6388336,1.189632
3.0638766,1,-1.669582,1.523433
.09587926,1,-.5311078,-1.306871
5,0,-.7455412,-1.278896
4.8033549,1,-1.393173,-2.276345
1.6029466,1,.2724662,-1.299369
1.7142533,1,.537865,-.4062789
1.3453241,1,.487788,-.4788595
2.6951084,1,-.2406231,.482658
.74342355,1,.6546147,-.7489064
.25503093,1,-2.01043,.7258071
2.0869712,1,.4644174,1.898867
1.7071133,1,.5189012,-.6936944
1.3799414,1,.7163571,.6363778
5,0,1.002814,-2.109869
3.3498381,1,.6231326,1.168699
3.8959024,1,.4590072,.1940347
1.1882306,1,.0914007,-.7472919
.24511177,1,-.7571772,-.2783277
1.446826,1,.1782122,-.5471925
5,0,1.457684,1.668655
.00083731,1,-.7783796,1.308007
5,0,.9724711,.0620778
5,0,.5020849,1.687951
2.537433,1,-1.128079,.7883217
1.9401634,1,.9570826,-.3657143
1.5704523,1,-.0942542,-.5266151
3.9134513,1,-1.309512,.8237556
5,0,.1064338,.2812959
.00541727,1,1.585504,.324968
5,0,-.3025272,-.5776437
1.6164008,1,1.030096,.175928
5,0,-.6636742,-1.108154
5,0,-.1090721,1.202685
5,0,.4380158,.0623622
1.7318377,1,1.782805,1.634151
4.9419165,1,-.9940993,1.512683
.25469176,1,1.941957,.832087
1.4114066,1,-1.485336,.0598574
5,0,-1.316535,1.526534
5,0,-.9154325,1.38851
5,0,.3986562,-1.50443
5,0,.4833185,.8747477
5,0,-.5747778,-.2112404
5,0,-1.199152,-.3067252
5,0,-.02419,-.5510105
3.6326127,1,.5410621,.9364693
5,0,.1353365,.5570166
5,0,1.534634,-.0729589
5,0,.6378989,-1.663615
5,0,-.9757847,.8251051
.00210827,1,1.062129,.0199109
2.2991641,1,.2629486,-.7087727
2.9249935,1,-.8038444,-.5384206
5,0,.331299,-1.568124
.31444343,1,1.073019,-.4230252
2.6022675,1,-1.142841,-.5337133
1.5427905,1,.9289057,.0295587
.591648,1,.7882935,-1.944915
5,0,-2.138265,-1.55595
.88374431,1,.6451475,-.1398927
5,0,-.5936823,-1.465705
1.4491816,1,.4987271,.4608732
.53157024,1,-.4096545,-.0754082
.05401181,1,.251951,-.6153091
5,0,.59922,-.8103049
5,0,1.260865,.0210653
.0636102,1,.4022708,-.7245098
5,0,-1.238244,-1.140572
.51297851,1,.1137427,.6148133
.02409105,1,-1.612183,.417524
2.4991749,1,.7227901,-1.171812
1.3823553,1,-.6268991,-1.10133
5,0,.1277348,.1899372
3.7216912,1,.3605664,1.598883
5,0,-.2823101,.0257386
5,0,.407788,-2.348918
5,0,-.0801163,-.6798228
4.3053251,1,-1.37914,.8215821
5,0,.4925334,.5808482
2.8779783,1,2.014373,2.37156
5,0,1.160394,-.6402708
1.9309374,1,-.1460154,.4667127
5,0,-.2501014,-.3190531
.66114993,1,-.4259925,-1.199358
5,0,.20179,2.501642
5,0,-.7653401,2.104648
5,0,2.071964,-1.551622
5,0,-1.837029,.3102317
.93552761,1,-.0848114,-.7733322
5,0,.2763845,1.698459
.18997383,1,1.418704,-.215049
5,0,2.000186,-.8389494
4.5165325,1,.324905,2.427328
4.7856635,1,-1.034451,.382452
5,0,.4816557,1.319649
.10897778,1,-.6021386,.758841
3.4762563,1,1.06301,-2.731767
5,0,.9094704,-.5165599
5,0,-.0308959,-.1113925
5,0,-.1426987,.2235065
5,0,-2.570992,.6355534
.27866351,1,-.2982087,-.4782235
5,0,1.770208,.8959155
5,0,.1723643,.1715031
.52805576,1,.3173362,1.236156
5,0,-.6717969,-1.780553
5,0,.2556631,.5321923
3.8972869,1,-.8970092,-.289412
5,0,2.472044,.7724966
5,0,1.120376,.1733869
1.1880898,1,-.0793323,.8932838
.82383219,1,2.607144,-2.23907
5,0,-.0062059,2.48378
5,0,-1.557226,.7158496
3.0758763,1,-1.21459,-.7904822
.01132164,1,.6260957,-.4937517
3.5697045,1,.1392779,1.832293
5,0,1.168079,-.1597098
5,0,.9288584,.5577097
5,0,.4748003,-.3665439
5,0,-.0393268,-.5772536
.98480772,1,.8214509,-1.553547
5,0,.3536532,-.8596638
.46362744,1,1.53459,-.471132
5,0,-.0835596,-.0500668
5,0,1.57498,1.153847
5,0,.0315106,.0702755
5,0,-.9546325,-.5992467
5,0,-.9115452,-1.736285
3.5456887,1,-.5970026,1.034167
.22969414,1,-.3412639,-1.185254
4.8732172,1,-1.392447,-1.514064
3.5059003,1,.2010536,-.0247431
5,0,.1703685,-.1361635
5,0,-1.914413,-1.057841
2.1115358,1,.1939398,-.7198493
5,0,.3757952,.710525
4.2041665,1,-2.033749,1.579478
5,0,-.2871175,-.9066114
5,0,1.928828,-.6644446
5,0,.9999237,.3232414
.24100154,1,.0290846,-1.066779
5,0,-.6878538,.1435153
5,0,-.3327993,.081568
5,0,-1.588371,.7372346
3.6414043,1,-.8111463,.7299877
4.0519394,1,.4843285,-1.948027
5,0,-.9676895,.9913071
5,0,-1.251567,-1.890604
5,0,-1.19481,-.5167795
2.6551598,1,-.7024904,1.054461
5,0,-.5135145,-.9239394
.04397876,1,1.410374,2.369793
5,0,.6401872,.4850217
1.6355546,1,1.084835,-.3206913
3.7776459,1,-.8864394,-1.772081
5,0,-1.727643,.2302014
5,0,-.4499936,-.3973598
5,0,-.1204098,-1.501353
5,0,-.0760819,.9399212
4.2350464,1,-.4748181,1.129188
.40395928,1,.6277416,-.3617656
2.6917948,1,1.423419,-.4092901
3.1506164,1,-1.018071,-.5363781
5,0,.4129724,2.117954
4.2098927,1,.897608,.7651876
5,0,.3167229,1.203631
2.1963555,1,-.4324052,.9547954
5,0,.033437,.6485369
5,0,-.9182472,-.130422
5,0,.0595656,.396445
2.440979,1,1.386682,1.40967
5,0,1.510062,.0762998
1.2073353,1,2.49126,.8227046
5,0,-.5256674,-.5214896
5,0,-1.094682,-.2456088
1.7574801,1,-.0268667,-.2990374
.77633824,1,-.3277107,-.1491898
1.5658019,1,-1.009016,.3990818
5,0,-.2911019,-2.451669
5,0,-.1931641,.185865
.0174212,1,1.673035,.4497226
.03823723,1,-.6154068,.651414
5,0,-1.557033,-1.203036
5,0,.5338407,1.037327
5,0,1.109834,-1.380978
.77878234,1,.8463036,1.105928
5,0,-.574258,.9076625
1.8061172,1,-.5162656,1.446588
.80091701,1,-.0028279,-.0721095
5,0,-.1660907,-.9911541
5,0,-1.000444,-.5744456
.20886408,1,.2325234,-1.708421
3.4570277,1,-1.700533,1.151154
2.6412415,1,2.681903,-.2274584
5,0,-.2349004,-.1567865
.19287626,1,.6947121,-.0009736
5,0,-.7670134,-.4174661
.01138932,1,-.2042364,-1.39715
2.8050204,1,1.052755,.4979133
.02522057,1,.9435806,1.20482
5,0,-.9997278,.2104005
5,0,-.4357796,-.1667985
5,0,-.901758,.1682373
3.8352486,1,-1.112067,-1.872757
2.0961484,1,.5006211,-.5628882
2.0692453,1,-.8031212,-1.316011
1.4917117,1,.5248285,.2455652
.35773743,1,-.5841476,.9357145
5,0,.3512126,-1.856424
5,0,-.6608409,1.474279
.20067223,1,1.72267,-.7394642
1.6791506,1,1.879638,-1.207302
5,0,.3445311,-.2115955
.0625225,1,1.046574,-1.168793
3.8952411,1,1.78738,1.131705
5,0,-.9871176,.3150804
5,0,.3359644,-.5644972
.60384497,1,-.2506164,-.8182476
5,0,.4377157,.1575324
5,0,.9405839,.9587054
5,0,-.4061973,.6553674
3.5470545,1,.2161509,-1.058873
1.3254429,1,-.9366549,.4223773
5,0,.0355582,-.2489092
.11029556,1,1.011621,-.261007
5,0,.5262589,.5204651
5,0,-.9605521,-.1579616
5,0,-2.365833,.3841838
5,0,1.058789,-1.398989
3.3224528,1,3.198198,1.12697
5,0,-.0712747,-.8424929
5,0,.0088865,.7634768
1.3099903,1,-.745215,-1.917165
5,0,-.6730626,.4829736
5,0,-.1223917,.5973105
.57301213,1,-.5274891,-1.186853
5,0,-.8515799,.8671049
5,0,-.5103688,-.9212515
2.6224205,1,.545022,1.260429
2.0283933,1,1.228564,-.5082417
5,0,-.73283,-.1317712
5,0,-1.217473,.1275964
3.2575798,1,.5338398,-.9004139
5,0,-.8054501,-1.241592
1.3195443,1,.2875786,.8807518
.78983251,1,1.274212,.7972996
1.8685631,1,-1.94466,-1.001738
5,0,.2234616,.415932
1.557053,1,-.6049632,1.03455
1.318892,1,1.193174,1.76523
5,0,-1.163415,.3439408
.01187591,1,1.924677,.9719803
5,0,-.2418078,-1.034993
2.9511496,1,-.011264,1.944962
.41417103,1,-1.521027,.9727954
4.4227893,1,-.7188832,1.066679
5,0,.7510058,-.0058091
5,0,.2420219,1.106241
5,0,-.7340096,-2.163069
5,0,.4867474,.5214305
2.3204459,1,.3110375,.3904019
.92682531,1,.3562464,1.405862
5,0,1.163369,-.9140331
5,0,-.3179731,.1177556
5,0,1.027067,.3064996
5,0,1.003748,-.5906792
4.0311391,1,1.376376,-.8156765
5,0,-1.697199,-.5734134
5,0,-1.340148,-1.733334
5,0,.5391822,-1.529026
5,0,-.0963247,.4606956
.50993769,1,-.4096695,.6327357
4.542416,1,.6971368,.2904657
5,0,-.0127625,.8756127
1.5274894,1,2.470868,-.8399031
4.505965,1,1.47136,.6180903
5,0,.7681976,.326659
5,0,.4802172,.9910845
5,0,-.5946187,.508598
1.7018089,1,1.043321,-.523017
1.9903282,1,-1.620982,.6450343
3.8515322,1,.0397964,-.3245226
.6324735,1,-3.157393,.1982483
4.1517027,1,1.575087,-.3609365
3.2934332,1,.9003919,-.0078422
5,0,-.1424312,.907643
2.2489381,1,.691574,.7779009
5,0,.21521,1.465183
1.1761499,1,.7433274,-.8237231
.31909242,1,.3417146,.472156
5,0,1.211948,1.328803
5,0,.8570978,-.0083836
1.1617845,1,.1921469,-.8000503
5,0,1.121883,.590746
.46001347,1,.1177779,.7786614
2.0156349,1,.3513376,-.962006
3.1808528,1,.0648687,.4197136
3.6226626,1,.3415864,-.2012708
5,0,.8159826,.4687059
5,0,.5254275,-.2079739
.30493679,1,.7536812,.7976407
5,0,-1.488023,-1.142093
.12996029,1,-3.056361,.322912
5,0,-1.392936,1.482004
5,0,.5900729,.4481332
5,0,.6620581,1.119792
2.3882006,1,.5299536,.292458
4.5124663,1,1.135615,-1.486727
.37910598,1,1.216506,2.114077
5,0,.678549,-.7906744
1.1001363,1,-1.731191,-.664541
.09057852,1,2.013901,-.2640487
.5086343,1,1.333944,-.7775216
.55730144,1,-1.06142,-.8350719
5,0,-.2411162,.8323764
.94353925,1,-2.086675,1.298429
.11952097,1,.2058918,.2696379
5,0,.9224528,-1.572362
5,0,.4537424,.6708344
4.5954124,1,-1.538071,1.806435
.55024598,1,-.5293528,-1.378621
4.522867,1,-3.081082,.835411
2.8878973,1,1.192995,1.328656
5,0,.0060949,.235121
2.4170852,1,.0129526,-.2552669
5,0,-1.173089,-.1011217
5,0,.685205,-.3079775
.99456298,1,1.075794,1.775769
1.8373183,1,-.5010433,-1.483234
5,0,-.4009503,.9029418
5,0,.3879435,1.156099
3.1137287,1,.3060574,-.9447149
.96206082,1,-1.107514,-.1197502
5,0,.4056215,.7039927
1.3413895,1,-.3881271,.4383515
1.1786431,1,.5378405,-1.56182
5,0,.5493338,-.6043186
5,0,-.2882115,.7125251
5,0,-.3202758,-1.041895
4.8348086,1,-.6424537,.5001125
5,0,.4460727,1.276854
5,0,.6968054,.9796641
5,0,.5921509,2.645377
.19897034,1,.813572,.1271793
5,0,-2.098031,-.2219762
5,0,.8240122,-1.058273
.18743076,1,.8599656,-.0362211
.48445456,1,1.792393,-1.100083
.89950401,1,.0037825,-.3168524
.92607996,1,1.084134,.3319655
.30181283,1,-1.360774,-.205952
3.6464187,1,-1.134317,2.543487
2.6374631,1,.3352261,-1.026391
5,0,-1.232945,-.6048072
5,0,.5486383,2.071382
2.0095519,1,-1.458733,-1.242099
5,0,.912446,-.353429
.10320598,1,.012523,-.0149054
4.3450937,1,-.0378317,-.4390469
